@relation movie_sentiment_analysis_small

@attribute PhraseId numeric
@attribute SentenceId numeric
@attribute Phrase string
@attribute Sentiment {0, 1, 2, 3, 4}
@attribute Sentiment_Description {'somewhat positive','somewhat negative',neutral,negativ,positive}

@data
122436,6565,'is nt a comparison',2,neutral
110731,5866,'the limitations of his skill and the basic flaws in his vision',2,neutral
110488,5853,'this long',2,neutral
154501,8446,'has its audience giddy with the delight of discovery',3,'somewhat positive'
54165,2690,'to what s often discussed in purely abstract terms',2,neutral
21024,940,'last summer s ` Divine Secrets of the Ya-Ya Sisterhood',2,neutral
97534,5100,'are more involving than this mess .',0,negativ
47577,2319,'purposefully reductive',2,neutral
91314,4750,'of lame entertainment',1,'somewhat negative'
18606,817,'Dawson Leery did what ?!? -RRB-',2,neutral
108442,5739,'A soap-opera quality twist in the last 20 minutes ... almost puts the kibosh on what is otherwise a sumptuous work of B-movie imagination .',1,'somewhat negative'
11370,488,'present standards',2,neutral
92002,4787,'of physics',2,neutral
104632,5525,'It s sort of in-between , and it works',2,neutral
125827,6760,'A strangely',1,'somewhat negative'
135916,7341,'masterpiece .',4,positive
115054,6129,'that much different from many a Hollywood romance',2,neutral
20313,907,'Griffiths and Mr. Pryce',2,neutral
16600,715,'their hearts in the right place',3,'somewhat positive'
13369,575,'as he is',2,neutral
1653,61,'it makes your teeth hurt',1,'somewhat negative'
143860,7807,'a matter of finding entertainment in the experiences of Zishe and the fiery presence of Hanussen',3,'somewhat positive'
106210,5608,'has felt ,',2,neutral
44023,2134,'Criminal conspiracies and true romances',2,neutral
73520,3757,'charred , somewhere northwest of the Bermuda Triangle',1,'somewhat negative'
2216,83,Schindler,2,neutral
78083,4018,'the outrageous , sickening , sidesplitting goods',3,'somewhat positive'
1850,69,'many things',2,neutral
107374,5674,'SC2 is an autopilot Hollywood concoction lacking in imagination and authentic Christmas spirit , yet it s geared toward an audience full of masters of both',1,'somewhat negative'
148957,8104,'whether or not some cocky pseudo-intellectual kid has intentionally left college or was killed',2,neutral
146148,7947,'with a solid cast',2,neutral
62786,3176,'adds enough quirky and satirical touches in the screenplay to keep the film entertaining',3,'somewhat positive'
39382,1881,'leers , offering next to little insight into its intriguing subject',1,'somewhat negative'
146462,7967,'may be a bit disjointed',1,'somewhat negative'
5287,209,bent,2,neutral
108477,5740,languid,2,neutral
137545,7441,'to the folks who prepare',2,neutral
55393,2765,'the screen is most alive when it seems most likely that Broomfield s interviewees , or even himself , will not be for much longer',2,neutral
145008,7876,'may find themselves stifling a yawn or two during the first hour',1,'somewhat negative'
54891,2734,'in retelling a historically significant , and personal , episode detailing how one international city welcomed tens of thousands of German Jewish refugees while the world s democracie',3,'somewhat positive'
73199,3738,'the unsettled tenor of that post 9-11 period',2,neutral
68,2,'quiet , introspective and entertaining',3,'somewhat positive'
112358,5967,'Rumor , a muddled drama about coming to terms with death ,',1,'somewhat negative'
138217,7480,'Possibly the most irresponsible picture ever released by a major film studio .',1,'somewhat negative'
40683,1950,'In his determination to lighten the heavy subject matter',3,'somewhat positive'
111583,5920,Trier,2,neutral
148347,8072,'and not constant bloodshed',2,neutral
78350,4031,'serial killer cards',2,neutral
15525,665,'trying to go',2,neutral
147804,8041,'for the tube',1,'somewhat negative'
9635,402,'the cartoon s more obvious strength',3,'somewhat positive'
10758,457,'win any Academy Awards',3,'somewhat positive'
92630,4826,'big-budget\\/all-star',2,neutral
71807,3664,'Seemingly disgusted with the lazy material and the finished product s unshapely look , director Fisher Stevens inexplicably dips key moments from the film in Waking Life water colors .',1,'somewhat negative'
135902,7340,'wince in embarrassment and others , thanks to the actors',1,'somewhat negative'
29192,1351,', compelling',3,'somewhat positive'
142353,7722,'aimless hodgepodge',1,'somewhat negative'
74780,3833,'found a cult favorite',4,positive
133308,7192,'to pull a cohesive story out',2,neutral
97473,5098,'characterized by its surface-obsession -- one that typifies the delirium of post , pre , and extant stardom .',2,neutral
33422,1567,', rapid-fire delivery',3,'somewhat positive'
7309,298,asks,2,neutral
89178,4634,ritual,2,neutral
136437,7377,'Those seeking a definitive account of Eisenstein s life would do better elsewhere .',1,'somewhat negative'
107854,5704,'New ways of describing badness',1,'somewhat negative'
51197,2520,'is a genre-curling crime story that revives the free-wheeling noir spirit of old French cinema',3,'somewhat positive'
127129,6837,'their often heartbreaking testimony ,',2,neutral
5058,198,'You get the impression that writer and director Burr Steers knows the territory ... but',2,neutral
64081,3242,'that rare creature --',3,'somewhat positive'
81697,4214,'the lobby',2,neutral
101820,5359,'the fun of Toy Story 2',3,'somewhat positive'
56788,2854,opaque,2,neutral
39225,1872,'for this illuminating comedy',3,'somewhat positive'
106416,5620,'of the same',2,neutral
26028,1190,gutter,1,'somewhat negative'
145835,7929,'s definitely an improvement on the first Blade , since it does nt take itself so deadly seriously .',2,neutral
83629,4322,'balances real-time rhythms with propulsive incident',3,'somewhat positive'
61404,3104,'It might be ` easier  to watch on video at home , but that should nt stop die-hard French film connoisseurs from going out and enjoying the big-screen experience',3,'somewhat positive'
97436,5096,'pulp melodrama',1,'somewhat negative'
48492,2369,'the most watchable film of the year',4,positive
62400,3154,'admittedly limited extent',1,'somewhat negative'
78643,4047,'scant place',1,'somewhat negative'
127486,6857,'be inside looking out , and at other times outside looking in',3,'somewhat positive'
14820,637,'an actress',3,'somewhat positive'
37968,1805,'stinging social observations',2,neutral
25941,1188,'is well suited to capture these musicians in full regalia',3,'somewhat positive'
63661,3223,'marry science fiction',2,neutral
133407,7199,'We do get the distinct impression that this franchise is drawing to a close .',1,'somewhat negative'
31773,1489,'all about Anakin ... and the lustrous polished visuals rich in color and creativity and , of course , special effect',4,positive
85773,4437,demeanour,2,neutral
73634,3766,'wants to be a wacky , screwball comedy',2,neutral
143919,7810,'like Leather Warriors and Switchblade Sexpot',2,neutral
21188,948,'moving moments and an intelligent subtlety',3,'somewhat positive'
33536,1573,'blockbusters as Patriot Games can still turn out a small , personal film with an emotional wallop',3,'somewhat positive'
18619,817,'you might want to check it out',3,'somewhat positive'
109423,5795,'very much of a mixed bag , with enough negatives',2,neutral
61231,3095,vampires,2,neutral
118780,6349,'directs this intricately structured and well-realized drama that presents a fascinating glimpse of urban life and the class warfare that embroils two young men',4,positive
49132,2400,'in low-key style',2,neutral
5492,218,'serves as a workable primer for the region s recent history ,',3,'somewhat positive'
145737,7920,'of trouble',2,neutral
59722,3011,'the film is an oddly fascinating depiction of an architect of pop culture',3,'somewhat positive'
132878,7164,'that reveals its first-time feature director',2,neutral
122489,6570,'That neither protagonist has a distinguishable condition',2,neutral
31827,1491,'undercut by its awkward structure and a final veering',0,negativ
45117,2191,', slobbering , lovable run-on sentence',2,neutral
129582,6968,'the bad boy',2,neutral
90516,4711,'message resonate',3,'somewhat positive'
136439,7377,'seeking a definitive account of Eisenstein s life',2,neutral
15954,684,'you intriguingly contemplative',2,neutral
15901,682,'hardened indie-heads',1,'somewhat negative'
12493,536,Unambitious,1,'somewhat negative'
14314,617,'of the giant screen and its hyper-realistic images',3,'somewhat positive'
2968,112,'Martin Lawrence lovefest',2,neutral
45686,2221,'can say about this film',2,neutral
26202,1200,soggy,2,neutral
154602,8453,'not a classic ,',1,'somewhat negative'
94275,4920,'nature film and a tribute',3,'somewhat positive'
127712,6869,'is not only the best date movie of the year',4,positive
60602,3060,'It is also beautifully acted .',4,positive
43996,2133,'Fathers and sons ,',2,neutral
51570,2541,'first feature by Anne-Sophie Birot .',2,neutral
19806,874,'be fruitful : ` In Praise of Love  is the director s epitaph for himself',2,neutral
60078,3031,'to shake up the mix , and work in something that does nt feel like a half-baked stand-up routine',2,neutral
140637,7630,'of their seats',2,neutral
130167,7009,'a mountain',2,neutral
123531,6633,'an angry bark',1,'somewhat negative'
142693,7744,'setting a fancy table',2,neutral
79845,4113,'what once was conviction',3,'somewhat positive'
107422,5675,'summer film',2,neutral
88797,4612,'the journey is such a mesmerizing one',4,positive
86423,4473,'justice system',2,neutral
139758,7583,jacket,2,neutral
63280,3200,'is a filmmaker with a bright future ahead of him',4,positive
130711,7042,'the requisite faux-urban vibe and hotter-two-years-ago rap and R&B names and references',2,neutral
39254,1873,'keep whooshing you from one visual marvel to the next , hastily , emptily',1,'somewhat negative'
74139,3796,'live the mood rather than savour the story',2,neutral
59072,2980,classicism,2,neutral
39400,1882,puerile,1,'somewhat negative'
125902,6762,difficulties,1,'somewhat negative'
135396,7311,'an action movie that actually has a brain',2,neutral
36079,1701,', his film crackles',2,neutral
21489,962,propaganda,1,'somewhat negative'
32007,1498,'do nt entirely ` get  Godard s distinctive discourse',1,'somewhat negative'
124388,6681,'the highest power',3,'somewhat positive'
69543,3534,'being yesterday s',2,neutral
122784,6586,'has to be hired to portray Richard Dawson',2,neutral
144315,7835,'Sayles ... once again strands his superb performers in the same old story .',1,'somewhat negative'
133833,7221,'you can see mediocre cresting on the next wave',1,'somewhat negative'
25203,1152,Reese,2,neutral
101124,5314,'rhetoric ,',2,neutral
56324,2824,'like Saturday morning TV in the 60s',1,'somewhat negative'
7487,303,'their own cleverness',3,'somewhat positive'
58859,2968,'ones in formulaic mainstream movies',2,neutral
97885,5126,'A Jewish WW II',2,neutral
74470,3816,'a class with that of Wilde',3,'somewhat positive'
4584,173,taste,2,neutral
9912,415,'elicits strong performances',3,'somewhat positive'
154137,8420,'while he talks',3,'somewhat positive'
131293,7075,'s equally hard to imagine anybody being able to tear their eyes away from the screen',4,positive
33693,1582,'a reverie',2,neutral
83875,4334,'the suspense never rises to a higher level',1,'somewhat negative'
62474,3160,'a tired , talky feel',1,'somewhat negative'
104929,5543,'annoying score',1,'somewhat negative'
135346,7309,'confirms Tezuka s status as both the primary visual influence',3,'somewhat positive'
135886,7339,'Excruciatingly unfunny and pitifully unromantic',0,negativ
50425,2479,'Leguizamo s',2,neutral
33532,1573,'the director of such Hollywood blockbusters as Patriot Games can still turn out a small , personal film with an emotional wallop',3,'somewhat positive'
103152,5441,'What s needed so badly but what is virtually absent here is either a saving dark humor or the feel of poetic tragedy .',1,'somewhat negative'
